,Bearing 1-1,Bearing 1-2,Bearing 2-1,Bearing 2-2,Bearing 3-1,Bearing 3-2,Bearing 4-1,Bearing 4-2,FaultType
0,1.5855491987018875,0.9791796709563728,0.30737067091222453,0.04480986699685933,0.6688282681411478,0.030364403010321433,0.19757524524373635,0.11242479794256097,0
1,1.5961057868879214,1.245584369938499,0.30947684179199325,0.04652807085922173,0.8937838533450351,0.030155644199174964,0.2842622628087658,0.11603589924620347,0
2,1.5988331830174531,1.3272375259805553,0.3062851365643145,0.0493830257493963,0.8122892197086389,0.03150539319617304,0.1986230381134341,0.13298765100317406,0
3,1.6125334669279359,1.2919662377806427,0.30972001107378866,0.051197733734396664,0.8473671746048164,0.030815107699943937,0.20823128637718497,0.13514468749569783,0
4,1.6252152640643318,1.1362111013830352,0.32686918728550657,0.0549692210425269,0.7917687622155175,0.029374469948450124,0.2669556933672565,0.12570903141164985,0
5,1.624730594179118,1.0554315010202804,0.3307549754319836,0.05757442512410312,1.2646498139559035,0.029346063051422983,0.5171265699131534,0.12452261712561183,0
6,1.631820983849958,1.1034345433536836,0.32261316190827327,0.06091183792733789,1.2052732045094157,0.02967383289234364,0.32142630243195675,0.12713742233376596,0
7,1.6436767478653709,1.050101892522109,0.3148643548365164,0.06964928211819214,0.7016448988328036,0.029171536208521212,0.23572479015856618,0.1368134192292478,0
8,1.6459345727745254,1.0381648792791556,0.31934456890734153,0.07055769060653717,0.7196776301838004,0.028984255373553394,0.25750398173579253,0.1380681291671381,0
9,1.6580286691364992,0.992349371270966,0.32167447375060626,0.07573623489958675,0.5712607866491579,0.028779079923392962,0.22871609089616032,0.13645972544797405,0
10,1.655006494000196,1.049367210177476,0.31916812951711065,0.07706360319171172,0.5408011835832863,0.02850619509251264,0.2253352477943915,0.1417641751568776,0
11,1.6613938061097424,0.9777033024087376,0.3289932047080614,0.0795749053062537,0.7660965196447725,0.029017140355767284,0.2921035437206276,0.13878374037888602,0
12,1.6699168668780724,0.9493367103450948,0.33660329796290184,0.08254727573997508,0.6321852807774446,0.02858072425407485,0.2505256751746754,0.144057012197583,0
13,1.6783976786463266,0.8992213475314306,0.34373979466616167,0.0833586314546491,0.6739040451214688,0.028527818337792932,0.29768614656890907,0.14221261282828132,0
14,1.685990187083578,0.9075478928068998,0.35089847381849393,0.08747790806196241,0.6002578685924495,0.028549920064949098,0.2995574268884741,0.1468831793831167,0
15,1.6838064741018142,0.9560350379049042,0.3332458967852636,0.0949523933165371,0.6552471788185521,0.08334483453263018,0.16418178156477758,0.13480600336781196,0
16,1.6909074972582938,0.97610882172397,0.36958005532007043,0.10750855031773882,0.6387877900727467,0.029046215963226728,0.3522361835570591,0.15562305417209218,0
17,1.693851785015687,0.9670221755959827,0.3665211258893824,0.111420365659296,0.7180427746338242,0.028641487468554393,0.5899553059109834,0.1632543764719879,0
